688668841	20160912	201609	2016	2016.6904											USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	1.17145899893503	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	3	Raleigh, North Carolina, United States	US	USNC	35.7721	-78.6386	1024242	20170912	https://www.geekwire.com/2017/jeff-bezos-blue-origin-space-venture-provides-hints-amazons-hq2-plan/
688668842	20160912	201609	2016	2016.6904											USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	1.17145899893503	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	3	Raleigh, North Carolina, United States	US	USNC	35.7721	-78.6386	1024242	20170912	https://www.geekwire.com/2017/jeff-bezos-blue-origin-space-venture-provides-hints-amazons-hq2-plan/
688668843	20160912	201609	2016	2016.6904											USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	1.17145899893503	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170912	https://www.geekwire.com/2017/jeff-bezos-blue-origin-space-venture-provides-hints-amazons-hq2-plan/
688668844	20160912	201609	2016	2016.6904	AUS	AUSTRALIAN	AUS								LKA	SRI LANKA	LKA								1	036	036	03	1	4.0	4	1	4	4.49438202247191	4	Colombo, Western, Sri Lanka	CE	CE36	6.93194	79.8478	-2214877	1	Australia	AS	AS	-25	135	AS	1	Australia	AS	AS	-25	135	AS	20170912	http://srilankamirror.com/news/4829-more-australian-students-than-ever-before-to-study-in-sri-lanka
688668845	20160912	201609	2016	2016.6904	AUSEDU	AUSTRALIAN	AUS					EDU			LKA	SRI LANKA	LKA								1	036	036	03	1	4.0	6	1	6	4.49438202247191	4	Colombo, Western, Sri Lanka	CE	CE36	6.93194	79.8478	-2214877	1	Australia	AS	AS	-25	135	AS	1	Australia	AS	AS	-25	135	AS	20170912	http://srilankamirror.com/news/4829-more-australian-students-than-ever-before-to-study-in-sri-lanka
688668846	20160912	201609	2016	2016.6904	BUS	CORPORATION						BUS			AUS	AUSTRALIA	AUS								1	021	021	02	1	3.4	75	11	75	6.13296316961	1	Australia	AS	AS	-25	135	AS	1	Australia	AS	AS	-25	135	AS	1	Australia	AS	AS	-25	135	AS	20170912	http://www.dailytelegraph.com.au/technology/we-support-marriage-equality-apple-chief-executive-tim-cook/news-story/6083136162e137fb18fc60f6c12489a7?nk=28dcb43daddcd2f378f341b6a0391eb4-1505173632
688668847	20160912	201609	2016	2016.6904	BUS	CORPORATION						BUS			AUS	AUSTRALIA	AUS								1	032	032	03	1	4.5	75	11	75	6.13296316961	1	Australia	AS	AS	-25	135	AS	1	Australia	AS	AS	-25	135	AS	1	Australia	AS	AS	-25	135	AS	20170912	http://www.dailytelegraph.com.au/technology/we-support-marriage-equality-apple-chief-executive-tim-cook/news-story/6083136162e137fb18fc60f6c12489a7?nk=28dcb43daddcd2f378f341b6a0391eb4-1505173632
688668848	20160912	201609	2016	2016.6904	BUS	COMPANY						BUS			USABUS	DETROIT	USA					BUS			0	050	050	05	1	3.5	20	2	20	-0.147171780259685	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170912	https://www.wired.com/story/gm-cruise-generation-3-self-driving-car
688668849	20160912	201609	2016	2016.6904	CHRCTH	THE POPE				CHR	CTH				CHR	CHRISTIAN				CHR					0	111	111	11	3	-2.0	6	2	6	-2.61569416498994	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170912	http://presstv.ir/Detail/2017/09/11/534835/pope-francis-trump-colombia-us-daca-climate-change-immigration
688668850	20160912	201609	2016	2016.6904	CHRCTH	THE POPE				CHR	CTH				USA	UNITED STATES	USA								0	111	111	11	3	-2.0	4	2	4	-2.61569416498994	3	Saint Peter Claver, Florida, United States	US	USFL	27.9945	-82.457	302641	3	Saint Peter Claver, Florida, United States	US	USFL	27.9945	-82.457	302641	3	Saint Peter Claver, Florida, United States	US	USFL	27.9945	-82.457	302641	20170912	http://presstv.ir/Detail/2017/09/11/534835/pope-francis-trump-colombia-us-daca-climate-change-immigration
